"id","gender","grade","content","award","publishTime"
"4860","男生","大三","作为一位读者，我也渴望分（吵）享（架），所以想在大学期间参加一些内容健康向上（安全）的读书会。不过感觉广州的读书会都比较低调，找不到组织。所以有老司机能带带的吗？希望的主题包括哲学（尼采叔本华会比较熟悉一些），小说（偏爱古典，新书也可以），科幻，科学和艺术（包括诗词）。谢谢前辈们！","因人而异啦~","2017-03-23 23:04:42"
"4861","男生","大四","想认识有纹身的华工人，男女皆可","都行","2017-03-23 23:06:46"
"4862","男生","大四","嗯，我想找个昨晚走在我后面的电六女生，听她说想考研到外校。想和她说，&ldquo;回宿舍的话，我感觉从观赏亭这边回去会比较近。走博学楼那边比较远。&rdquo;","as you like","2017-03-23 23:07:19"
"4863","女生","大三","亲爱的小灯神，我想来一次说走就走的旅行--后天早上去长沙溜达两三天，请问有人要一起同行的么？又或者是4月10-18号期间去（长沙-张家界-凤凰古城）？ o((*^▽^*))o","我们一起去吃火锅吧 (*^▽^*) ","2017-03-23 23:16:35"
"4864","男生","大四","有人26号周日到白云区黄石路的广技师考试的吗？找个队友","一起上岸啊","2017-03-23 23:33:13"
"4865","女生","大三","亲爱的小灯神，我想4月11-17号期间去（长沙-张家界-凤凰古城）或者是（重庆、成都）散散心~
请问有没有同行的小伙伴 o((*^▽^*))o","过几天回家给你带潮汕特产或者是一起去吃火锅吧(=^▽^=)","2017-03-23 23:53:34"
"4866","男生","大二","灯，我有一个朋友，他在中大南校区。他175，身材也很好，喜欢旅游探险，也爱好书法音乐和阅读，同时摄影技术一流。他说好看的面孔太多，有趣的灵魂却很少；他有故事和孤独，只等那一个人的&ldquo;酒&rdquo;(本人已同意","","2017-03-24 00:00:38"
"4867","男生","大三","我的小灯神啊，我报名了3月25号的计算机二级考试（office高级应用），星期六就考试了，可是我还不知道什么时候在哪考，如果也有要考试的同学知道的话可以告诉我一下咩，非常感谢～～～","一起过计算机二级啦～～","2017-03-24 00:18:59"
"4868","男生","研究生","灯神你好，我是个，写真迷。就是无限迷恋拍写真。开始拍照没多久，仿佛上一次求师傅的心愿就是昨天。经过半年多努力，已经开始停不下来的拍拍拍啦。首先广告一发，可以约拍写真，欢迎询价。然后同时也寻散落在学校里外表美丽会化妆会败家买衣服或者喜欢汉服古风喜欢jk喜欢lo同时能吃苦耐劳的仙女拍创作。欢迎加我微信，或者有兴趣可以关注微博@夏芸_   谢谢","照片回报，就是这么简单粗暴","2017-03-24 00:25:33"
"4869","女生","大三","我想考18华工社会工作的研究生，所以找一位华工社工研究生的学长或学姐，咨询一些关于考研的信息","山西有很多特产啦，可以寄给你哦(&acute;-&omega;-`)如果明年考研顺利，去了一定请你吃饭","2017-03-24 01:11:42"
"4870","女生","大一","找个不在华工的人，信息：华工10届造纸培训班   张兵 跪求 认识他的小伙伴能否给我他的联系电话。只要个电话，表示绝不拨打。","可以多一枚智障小伙伴","2017-03-24 01:27:18"
"4871","女生","大一","灯神啊灯神，3月24号我弄掉了自己的手表，不是多贵但是陪伴很久。希望能找回啊！应该掉在A3 306或者A3 203的","吃饭看电影星巴克 你喜欢都行","2017-03-24 01:33:49"
"4872","男生","大二","有人清明假期要去丹霞山山吗？线路预算什么的都plan好了，只差队友。","只等你来，加微信请备注 假期。","2017-03-24 08:49:32"
"4873","男生","大四","周末比较闲&hellip;我想周末上一些管理学、市场营销方面的课程，哪位同学可以分享下课表，万分感谢！","一顿饭，吃饭聊天或一起去徒步啊","2017-03-24 08:55:08"
"4874","男生","大二","我想跟周三游泳课班上的外国语学院的那个同学一起看看电影","一场电影","2017-03-24 09:11:33"
"4875","女生",\N,"灯神，昨晚没有找到我的BEC中级partner,今晚我又来了～请问有谁报考了六月份BEC中级,考场在广外艺的吗？求组队练口语。如果今晚找不到，我还会回来的~～","一起过嘛","2017-03-24 09:19:57"
"4876","女生",\N,"求本闲置的《模式分类》~谢谢小灯神","价格好说","2017-03-24 09:24:21"
"4877","女生","大二","灯神啊灯神～想知道15机创的warm同学有没有女朋友呢？不知道她喜欢什么样的女生呢？～好害羞啊好害羞～秒变小迷妹","给你发个红包呗 ～","2017-03-24 09:35:57"
"4878","女生","大二","灯神啊灯神，最近在忙着做毕业包装设计，马上要制作成品了，淘宝都是要大批量定制的。请问哪里可以定做少量的包装盒，只做几个的那种，我现在一愁莫展，如果你知道，可以告诉我吗","一个红包","2017-03-24 09:41:54"
"4879","女生","大二","（灯神呀不好意思，刚才发了一遍，太害羞了没有把真正的联系方式留下来，现在这个是真的）
灯神呀灯神～我是一个南校女生～想知道15机创的warm同学有没有女朋友呢？她喜欢的女生又是怎么样的呢？","给你发个红包呗么么哒","2017-03-24 09:45:34"
"4880","女生","大二","请问有没有谁有可以资助贫困山区学生的渠道，一对一或者多对一，长期保持联系的那种。没有开玩笑，请大家不要说自己很穷需要资助。想帮助真的贫困的山区儿童，小学初中生最好。非诚勿扰，感恩。","一起做力所能及，让世界更美好的事","2017-03-24 10:03:06"
"4881","女生","大二","周四晚全英人文核心换周末的人文核心呐！急求！","！","2017-03-24 10:33:45"
"4882","男生","大二","最近入了大唐无双手游的坑&hellip;希望找个小伙伴一起玩&hellip;我可以换区&hellip;毕竟才玩了三天&hellip;活动太多&hellip;好多都是一脸懵逼&hellip;","可以一起组队&hellip;只要不嫌弃我战力低&hellip;","2017-03-24 10:41:17"
"4883","女生","大一","
我们是校招offer创无限团队，致力于校园宣讲招聘相关的宣传和服务。我们将参加第四届创无限大赛，需要这样的你：
1、技术侠（会基本的网页制作、ps、app制作。)
2、大二大三优先
3、对校园招聘和宣讲有一定接触和理解。
校招团队的优势：
1.我们已经有一个成熟并实现盈利的运营模式
2.我们团队有研究生师兄做指导。
加入我们，你将会收获:
1、 高效且规范的文案编写能力
2、 纯洁的革命友谊
3、有很大几率获奖(团队目前正在实践中)
4、提前接触校园招聘这方面的内容，为未来就业做好准备
报名链接：http://cn.mikecrm.com/6FHcfYK","纯洁的革命友谊+获奖概率","2017-03-24 10:57:36"
"4884","女生","大四","我要基础西班牙语第二版的教材，借来复印，或者电子版给我打印，或者借来学习一学期之后还给你","谢谢","2017-03-24 10:59:32"
"4885","男生","大四","找张阳（）或者张（）阳或张阳阳，女生，化学与华工学院的","一顿饭","2017-03-24 11:08:31"
"4886","女生","大三","有打算考公务员的同学吗？找队友，共享信息，想找考广东省的。","一起加油","2017-03-24 12:39:35"
"4887","女生","大二","再来求一波基西上(x) 求各位上过西班牙语通选的聚聚们赐我一本书_(:_」&ang;)_","金钱交易嘎","2017-03-24 12:50:02"
"4888","女生","研究生","计算机研究生和尚班，求联谊！一起出去春游可好？","这。。送你一堆和尚","2017-03-24 13:03:42"
"4889","男生","大三","灯神啊灯神，因为大意忘记选通选课了，现在发现已经没有了，现在诚意跪求一门全英课程，只要是全英就行，是不是核心都无所谓。","一顿饭一首歌还是一个红包随便你说了算","2017-03-24 13:14:53"
"4890","男生","大四","我是一个爱好很多的，爱运动，爱电影，爱美食，喜欢户外运动，偶尔也会安静的在家看看书，玩玩游戏。典型的动如脱兔，静如处子。大家都叫我小铭，我性格开朗，各位妹子赶紧下单
","","2017-03-24 13:32:47"
"4891","女生","大一","创无限，搞事情，等你来战，一起来玩吧","呃。。。妹子和帅哥你选一个吧","2017-03-24 13:33:54"
"4892","女生","大三","灯神啊灯神，想要一门全英人文核心通选课，可拿一门人文核心课换，叫竞技体育赏析，应该还挺好过的吧，跪求好心人orz","交换","2017-03-24 14:24:51"
"4893","女生","大三","求全英通选课 可拿一门人文核心换 叫竞技体育赏析 应该还挺好过的 跪求大家orz","交换或者有偿","2017-03-24 14:32:28"
"4894","女生","大一","有没有欧美圈的朋友，想入一堆乱七八糟的明信片挂件的，我们一起看剧一起买买买呀！","一起约电影一起约饭，比哈特","2017-03-24 15:34:38"
"4895","女生","大三","现有一门周一下午567节的全英通选，想换一门其他时间的全英人文核心，有意的请快点私我～","交换","2017-03-24 15:55:21"
"4896","女生","大三","现有一门周一下午567节的全英通选，想换一门其他时间的全英人文核心，有意的请快点私我～","交换","2017-03-24 15:55:22"
"4897","女生","大三","灯神我想找个体育学院的同学每周三下午或周五下午陪打一个小时羽毛球。如果能顺便教教动作什么的就更好了。有一点点基础。至于报酬嘛，有要求的话请在添加备注那里写明每小时至少多少可以接受～另：非诚勿扰哦","MONEY或其他","2017-03-24 15:59:12"
"4898","男生","大四","亲爱的灯神，我来做好事了，帮朋友选了两门校通选课，朋友的课选上了，我现在要退！课！这两门课据说都是比较好(shui)的，有需要的小伙伴在加我的时候报上课名，不报课名的不加","一门校通选课。","2017-03-24 16:29:59"
"4899","女生","大三","万能的灯神，求4.2邓紫棋演唱会队友～之前开票的时候没抢到票，刚刚又有票了就买了，现在还有380的票。求队友求队友求队友～","既然都喜欢GEM，以后可以约ktv啊","2017-03-24 17:29:40"
"4900","男生","大四","我想撩妹啊，可惜没有妹给我撩","Up to u","2017-03-24 17:47:19"
"4901","男生","大二","遗失2015级自动化学院蔡其捷的学生证，希望有好心人捡到，感激不尽。","你想要啥？红包？以身相许？","2017-03-24 18:14:26"
"4902","女生","大三","有没有考过雅思的小伙伴转让资料书的？尤其是刘洪波的《雅思阅读真经总纲》~","嗯&hellip;&hellip;你说了算哈~转让费或者请吃饭或者其他都可以哇~","2017-03-24 18:16:17"
"4903","男生","大三","今天下午六点十五分左右在北十六吹箫的同学，我想认识你。我在附近的球场练习投篮，听到如此天籁，甚是沁人心脾。","everything","2017-03-24 18:27:37"
"4904","女生","大一","请问谁有金融辅修的资料，国际贸易理论与政策   梁坚著  谢谢各位了","给红包hh","2017-03-24 18:54:07"
"4905","女生","大三","想找个喜欢跑步的人一起跑步，西湖&hellip;","交朋友","2017-03-24 19:10:31"
"4906","女生","大二","求书&hellip;&hellip;&hellip;如果闲置了，最好能便宜出 或者","呃，二次使用，有益环保","2017-03-24 19:54:35"
"4907","男生","大三","最近电脑城那边有个水冷装机比赛（就是组装电脑用上水冷散热），要求3个人一组，我想去参加，可惜找不到合适的队友，希望找到一起的队友（不会也没关系，听说有免费培训。）","（其实想参加这个比赛其中一点是对diy有兴趣，另外还有就是奖品挺丰厚的）","2017-03-24 19:59:02"
